Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu000/with_induced.txt
At local time: 11:34:36,  07/13/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 5.00e+07
tau       = 2.40e+00
lb        = 1.62e-02
beta      = 2.91e+08
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 1.57e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Synchrotron      Error           
-----------------------------------------------
3728    2.1466809e+03    2.1523992e+03    2.1581482e+03    4.4642487e+24    4.4642487e+24    0.0000000e+00    0.0000000e+00
3729    2.1581482e+03    2.1638970e+03    2.1696765e+03    3.9638960e+24    3.9638960e+24    0.0000000e+00    0.0000000e+00
3730    2.1696765e+03    2.1754561e+03    2.1812666e+03    3.5219636e+24    3.5219636e+24    0.0000000e+00    0.0000000e+00
3731    2.1812666e+03    2.1870771e+03    2.1929185e+03    3.1301591e+24    3.1301591e+24    0.0000000e+00    2.3979119e+17
3732    2.1929185e+03    2.1987600e+03    2.2046328e+03    2.7799857e+24    2.7799854e+24    0.0000000e+00    2.4235983e+17
3733    2.2046328e+03    2.2105054e+03    2.2164094e+03    2.4659936e+24    2.4659936e+24    0.0000000e+00    0.0000000e+00
3734    2.2164094e+03    2.2223135e+03    2.2282490e+03    2.1850788e+24    2.1850788e+24    0.0000000e+00    0.0000000e+00
3735    2.2282490e+03    2.2341848e+03    2.2401521e+03    1.9327387e+24    1.9327386e+24    0.0000000e+00    1.2511610e+17
3736    2.2401521e+03    2.2461194e+03    2.2521187e+03    1.7020857e+24    1.7020855e+24    0.0000000e+00    1.2645637e+17
3737    2.2521187e+03    2.2581179e+03    2.2641489e+03    1.4958433e+24    1.4958432e+24    0.0000000e+00    1.2781100e+17
3738    2.2641489e+03    2.2701802e+03    2.2762437e+03    1.3095730e+24    1.3095728e+24    0.0000000e+00    1.2918013e+17
3739    2.2762437e+03    2.2823071e+03    2.2884031e+03    1.1419823e+24    1.1419823e+24    0.0000000e+00    0.0000000e+00
3740    2.2884031e+03    2.2944988e+03    2.3006272e+03    9.9191191e+23    9.9191191e+23    0.0000000e+00    0.0000000e+00
3741    2.3006272e+03    2.3067556e+03    2.3129167e+03    8.5807739e+23    8.5807739e+23    0.0000000e+00    0.0000000e+00
3742    2.3129167e+03    2.3190779e+03    2.3252720e+03    7.3975212e+23    7.3975205e+23    0.0000000e+00    6.7402446e+16
3743    2.3252720e+03    2.3314658e+03    2.3376931e+03    6.3591900e+23    6.3591900e+23    0.0000000e+00    0.0000000e+00
3744    2.3376931e+03    2.3439202e+03    2.3501807e+03    5.4539607e+23    5.4539604e+23    0.0000000e+00    3.4427120e+16
3745    2.3501807e+03    2.3564412e+03    2.3627349e+03    4.6758810e+23    4.6758807e+23    0.0000000e+00    3.4795912e+16
3746    2.3627349e+03    2.3690288e+03    2.3753562e+03    4.0116668e+23    4.0116668e+23    0.0000000e+00    0.0000000e+00
3747    2.3753562e+03    2.3816836e+03    2.3880449e+03    3.4484538e+23    3.4484538e+23    0.0000000e+00    0.0000000e+00
3748    2.3880449e+03    2.3944062e+03    2.4008015e+03    2.9727463e+23    2.9727461e+23    0.0000000e+00    1.7963077e+16
3749    2.4008015e+03    2.4071968e+03    2.4136262e+03    2.5701151e+23    2.5701151e+23    0.0000000e+00    0.0000000e+00
3750    2.4136262e+03    2.4200554e+03    2.4265195e+03    2.2290161e+23    2.2290161e+23    0.0000000e+00    0.0000000e+00
3751    2.4265195e+03    2.4329832e+03    2.4394814e+03    1.9378710e+23    1.9378710e+23    0.0000000e+00    0.0000000e+00
3752    2.4394814e+03    2.4459795e+03    2.4525127e+03    1.6892046e+23    1.6892044e+23    0.0000000e+00    1.8745228e+16
3753    2.4525127e+03    2.4590457e+03    2.4656135e+03    1.4747422e+23    1.4747422e+23    0.0000000e+00    0.0000000e+00
3754    2.4656135e+03    2.4721814e+03    2.4787844e+03    1.2893416e+23    1.2893416e+23    0.0000000e+00    0.0000000e+00
3755    2.4787844e+03    2.4853872e+03    2.4920256e+03    1.1281335e+23    1.1281335e+23    0.0000000e+00    0.0000000e+00
3756    2.4920256e+03    2.4986638e+03    2.5053376e+03    9.8714409e+22    9.8714409e+22    0.0000000e+00    0.0000000e+00
3757    2.5053376e+03    2.5120115e+03    2.5187207e+03    8.6327925e+22    8.6327925e+22    0.0000000e+00    0.0000000e+00
3758    2.5187207e+03    2.5254299e+03    2.5321753e+03    7.5318272e+22    7.5318272e+22    0.0000000e+00    0.0000000e+00
3759    2.5321753e+03    2.5389204e+03    2.5457017e+03    6.5599684e+22    6.5599684e+22    0.0000000e+00    0.0000000e+00
3760    2.5457017e+03    2.5524829e+03    2.5593003e+03    5.6982519e+22    5.6982515e+22    0.0000000e+00    5.1032957e+15
3761    2.5593003e+03    2.5661179e+03    2.5729717e+03    4.9174097e+22    4.9174093e+22    0.0000000e+00    5.1579631e+15
3762    2.5729717e+03    2.5798257e+03    2.5867161e+03    4.2273114e+22    4.2273114e+22    0.0000000e+00    0.0000000e+00
3763    2.5867161e+03    2.5936064e+03    2.6005337e+03    3.6132396e+22    3.6132391e+22    0.0000000e+00    2.6345303e+15
3764    2.6005337e+03    2.6074612e+03    2.6144255e+03    3.0702457e+22    3.0702457e+22    0.0000000e+00    0.0000000e+00
3765    2.6144255e+03    2.6213896e+03    2.6283911e+03    2.5932044e+22    2.5932044e+22    0.0000000e+00    0.0000000e+00
3766    2.6283911e+03    2.6353928e+03    2.6424316e+03    2.1777998e+22    2.1777998e+22    0.0000000e+00    1.3600528e+15
3767    2.6424316e+03    2.6494705e+03    2.6565471e+03    1.8208040e+22    1.8208039e+22    0.0000000e+00    1.3746217e+15
3768    2.6565471e+03    2.6636235e+03    2.6707378e+03    1.5179080e+22    1.5179080e+22    0.0000000e+00    0.0000000e+00
3769    2.6707378e+03    2.6778521e+03    2.6850044e+03    1.2638902e+22    1.2638900e+22    0.0000000e+00    1.4042299e+15
3770    2.6850044e+03    2.6921567e+03    2.6993474e+03    1.0540709e+22    1.0540709e+22    0.0000000e+00    0.0000000e+00
3771    2.6993474e+03    2.7065378e+03    2.7137666e+03    8.8200021e+21    8.8200021e+21    0.0000000e+00    0.0000000e+00
3772    2.7137666e+03    2.7209956e+03    2.7282632e+03    7.4110318e+21    7.4110318e+21    0.0000000e+00    0.0000000e+00
3773    2.7282632e+03    2.7355305e+03    2.7428372e+03    6.2529047e+21    6.2529047e+21    0.0000000e+00    0.0000000e+00
3774    2.7428372e+03    2.7501433e+03    2.7574888e+03    5.3007790e+21    5.3007790e+21    0.0000000e+00    3.7026762e+14
3775    2.7574888e+03    2.7648342e+03    2.7722188e+03    4.5091523e+21    4.5091523e+21    0.0000000e+00    0.0000000e+00
3776    2.7722188e+03    2.7796035e+03    2.7870276e+03    3.8502039e+21    3.8502039e+21    0.0000000e+00    0.0000000e+00
3777    2.7870276e+03    2.7944517e+03    2.8019155e+03    3.2971804e+21    3.2971801e+21    0.0000000e+00    3.8229467e+14
3778    2.8019155e+03    2.8093792e+03    2.8168828e+03    2.8310545e+21    2.8310545e+21    0.0000000e+00    0.0000000e+00
3779    2.8168828e+03    2.8243862e+03    2.8319299e+03    2.4348531e+21    2.4348531e+21    0.0000000e+00    0.0000000e+00
3780    2.8319299e+03    2.8394736e+03    2.8470579e+03    2.0956876e+21    2.0956876e+21    0.0000000e+00    0.0000000e+00
3781    2.8470579e+03    2.8546416e+03    2.8622664e+03    1.8038185e+21    1.8038185e+21    0.0000000e+00    0.0000000e+00
3782    2.8622664e+03    2.8698906e+03    2.8775559e+03    1.5505943e+21    1.5505943e+21    0.0000000e+00    0.0000000e+00
3783    2.8775559e+03    2.8852209e+03    2.8929275e+03    1.3277422e+21    1.3277421e+21    0.0000000e+00    1.0188336e+14
3784    2.8929275e+03    2.9006335e+03    2.9083809e+03    1.1341556e+21    1.1341554e+21    0.0000000e+00    1.0297476e+14
3785    2.9083809e+03    2.9161279e+03    2.9239167e+03    9.6283793e+20    9.6283793e+20    0.0000000e+00    0.0000000e+00
3786    2.9239167e+03    2.9317053e+03    2.9395359e+03    8.1067629e+20    8.1067622e+20    0.0000000e+00    5.2596367e+13
3787    2.9395359e+03    2.9473662e+03    2.9552385e+03    6.7766747e+20    6.7766740e+20    0.0000000e+00    5.3159787e+13
3788    2.9552385e+03    2.9631104e+03    2.9710247e+03    5.6157646e+20    5.6157639e+20    0.0000000e+00    5.3729248e+13
3789    2.9710247e+03    2.9789387e+03    2.9868955e+03    4.6131771e+20    4.6131771e+20    0.0000000e+00    0.0000000e+00
3790    2.9868955e+03    2.9948521e+03    3.0028511e+03    3.7570439e+20    3.7570439e+20    0.0000000e+00    0.0000000e+00
3791    3.0028511e+03    3.0108499e+03    3.0188916e+03    3.0389903e+20    3.0389900e+20    0.0000000e+00    2.7737245e+13
3792    3.0188916e+03    3.0269331e+03    3.0350181e+03    2.4478932e+20    2.4478929e+20    0.0000000e+00    2.8034367e+13
3793    3.0350181e+03    3.0431028e+03    3.0512305e+03    1.9704979e+20    1.9704979e+20    0.0000000e+00    0.0000000e+00
3794    3.0512305e+03    3.0593584e+03    3.0675298e+03    1.5903713e+20    1.5903713e+20    0.0000000e+00    1.4319103e+13
3795    3.0675298e+03    3.0757009e+03    3.0839158e+03    1.2900499e+20    1.2900497e+20    0.0000000e+00    1.4472492e+13
3796    3.0839158e+03    3.0921306e+03    3.1003896e+03    1.0523971e+20    1.0523971e+20    0.0000000e+00    0.0000000e+00
3797    3.1003896e+03    3.1086484e+03    3.1169512e+03    8.6375962e+19    8.6375953e+19    0.0000000e+00    7.3921080e+12
3798    3.1169512e+03    3.1252544e+03    3.1336016e+03    7.1283072e+19    7.1283063e+19    0.0000000e+00    7.4712938e+12
3799    3.1336016e+03    3.1419490e+03    3.1503406e+03    5.9154548e+19    5.9154548e+19    0.0000000e+00    0.0000000e+00
3800    3.1503406e+03    3.1587324e+03    3.1671692e+03    4.9346214e+19    4.9346209e+19    0.0000000e+00    3.8161091e+12
3801    3.1671692e+03    3.1756060e+03    3.1840879e+03    4.1354471e+19    4.1354471e+19    0.0000000e+00    0.0000000e+00
3802    3.1840879e+03    3.1925693e+03    3.2010964e+03    3.4791266e+19    3.4791266e+19    0.0000000e+00    0.0000000e+00
3803    3.2010964e+03    3.2096238e+03    3.2181963e+03    2.9357471e+19    2.9357468e+19    0.0000000e+00    1.9700322e+12
3804    3.2181963e+03    3.2267688e+03    3.2353872e+03    2.4822711e+19    2.4822709e+19    0.0000000e+00    1.9911355e+12
3805    3.2353872e+03    3.2440056e+03    3.2526702e+03    2.0996641e+19    2.0996641e+19    0.0000000e+00    0.0000000e+00
3806    3.2526702e+03    3.2613347e+03    3.2700454e+03    1.7751280e+19    1.7751280e+19    0.0000000e+00    0.0000000e+00
3807    3.2700454e+03    3.2787561e+03    3.2875134e+03    1.4952486e+19    1.4952485e+19    0.0000000e+00    1.0279059e+12
3808    3.2875134e+03    3.2962705e+03    3.3050747e+03    1.2525331e+19    1.2525330e+19    0.0000000e+00    1.0389170e+12
3809    3.3050747e+03    3.3138787e+03    3.3227297e+03    1.0446039e+19    1.0446039e+19    0.0000000e+00    0.0000000e+00
3810    3.3227297e+03    3.3315808e+03    3.3404792e+03    8.5962848e+18    8.5962848e+18    0.0000000e+00    0.0000000e+00
3811    3.3404792e+03    3.3493774e+03    3.3583235e+03    7.0058610e+18    7.0058610e+18    0.0000000e+00    0.0000000e+00
3812    3.3583235e+03    3.3672693e+03    3.3762632e+03    5.6392363e+18    5.6392363e+18    0.0000000e+00    5.4207676e+11
3813    3.3762632e+03    3.3852568e+03    3.3942983e+03    4.4819283e+18    4.4819280e+18    0.0000000e+00    2.7394181e+11
3814    3.3942983e+03    3.4033401e+03    3.4124299e+03    3.5195150e+18    3.5195150e+18    0.0000000e+00    0.0000000e+00
3815    3.4124299e+03    3.4215203e+03    3.4306587e+03    2.7370822e+18    2.7370819e+18    0.0000000e+00    2.7984226e+11
3816    3.4306587e+03    3.4397974e+03    3.4489846e+03    2.1190321e+18    2.1190320e+18    0.0000000e+00    1.4142000e+11
3817    3.4489846e+03    3.4581724e+03    3.4674084e+03    1.6409694e+18    1.6409693e+18    0.0000000e+00    1.4293492e+11
3818    3.4674084e+03    3.4766450e+03    3.4859309e+03    1.2767338e+18    1.2767337e+18    0.0000000e+00    1.4446605e+11
3819    3.4859309e+03    3.4952166e+03    3.5045520e+03    9.9966415e+17    9.9966408e+17    0.0000000e+00    7.3006801e+10
3820    3.5045520e+03    3.5138875e+03    3.5232727e+03    7.8862472e+17    7.8862472e+17    0.0000000e+00    0.0000000e+00
3821    3.5232727e+03    3.5326582e+03    3.5420935e+03    6.2657196e+17    6.2657196e+17    0.0000000e+00    0.0000000e+00
3822    3.5420935e+03    3.5515288e+03    3.5610146e+03    5.0168438e+17    5.0168434e+17    0.0000000e+00    3.7689106e+10
3823    3.5610146e+03    3.5705005e+03    3.5800371e+03    4.0468996e+17    4.0468996e+17    0.0000000e+00    0.0000000e+00
3824    3.5800371e+03    3.5895735e+03    3.5991609e+03    3.2883400e+17    3.2883397e+17    0.0000000e+00    3.8500897e+10
3825    3.5991609e+03    3.6087483e+03    3.6183872e+03    2.6892867e+17    2.6892867e+17    0.0000000e+00    0.0000000e+00
3826    3.6183872e+03    3.6280259e+03    3.6377158e+03    2.2126876e+17    2.2126874e+17    0.0000000e+00    1.9665086e+10
3827    3.6377158e+03    3.6474060e+03    3.6571479e+03    1.8289493e+17    1.8289493e+17    0.0000000e+00    0.0000000e+00
3828    3.6571479e+03    3.6668899e+03    3.6766836e+03    1.5165274e+17    1.5165274e+17    0.0000000e+00    0.0000000e+00
3829    3.6766836e+03    3.6864778e+03    3.6963240e+03    1.2595406e+17    1.2595405e+17    0.0000000e+00    1.0151924e+10
3830    3.6963240e+03    3.7061702e+03    3.7160691e+03    1.0457590e+17    1.0457590e+17    0.0000000e+00    0.0000000e+00
3831    3.7160691e+03    3.7259680e+03    3.7359197e+03    8.6536590e+16    8.6536590e+16    0.0000000e+00    5.1852938e+09
3832    3.7359197e+03    3.7458713e+03    3.7558762e+03    7.1033403e+16    7.1033395e+16    0.0000000e+00    5.2408397e+09
3833    3.7558762e+03    3.7658813e+03    3.7759395e+03    5.7943000e+16    5.7943000e+16    0.0000000e+00    0.0000000e+00
3834    3.7759395e+03    3.7859978e+03    3.7961099e+03    4.6524503e+16    4.6524494e+16    0.0000000e+00    5.3537224e+09
3835    3.7961099e+03    3.8062219e+03    3.8163879e+03    3.6759040e+16    3.6759040e+16    0.0000000e+00    2.7055363e+09
3836    3.8163879e+03    3.8265542e+03    3.8367747e+03    2.8564335e+16    2.8564333e+16    0.0000000e+00    2.7345185e+09
3837    3.8367747e+03    3.8469949e+03    3.8572698e+03    2.1794829e+16    2.1794829e+16    0.0000000e+00    0.0000000e+00
3838    3.8572698e+03    3.8675449e+03    3.8778748e+03    1.6371409e+16    1.6371409e+16    0.0000000e+00    0.0000000e+00
3839    3.8778748e+03    3.8882046e+03    3.8985896e+03    1.2163161e+16    1.2163161e+16    0.0000000e+00    0.0000000e+00
3840    3.8985896e+03    3.9089749e+03    3.9194153e+03    8.9998672e+15    8.9998672e+15    0.0000000e+00    0.0000000e+00
3841    3.9194153e+03    3.9298557e+03    3.9403521e+03    6.6858548e+15    6.6858548e+15    0.0000000e+00    0.0000000e+00
3842    3.9403521e+03    3.9508484e+03    3.9614009e+03    4.9987809e+15    4.9987804e+15    0.0000000e+00    3.6438112e+08
3843    3.9614009e+03    3.9719531e+03    3.9825618e+03    3.7653981e+15    3.7653978e+15    0.0000000e+00    3.6828448e+08
3844    3.9825618e+03    3.9931707e+03    4.0038362e+03    2.8594963e+15    2.8594961e+15    0.0000000e+00    1.8611480e+08
3845    4.0038362e+03    4.0145015e+03    4.0252239e+03    2.1906218e+15    2.1906218e+15    0.0000000e+00    0.0000000e+00
3846    4.0252239e+03    4.0359463e+03    4.0467258e+03    1.6940427e+15    1.6940427e+15    0.0000000e+00    0.0000000e+00
3847    4.0467258e+03    4.0575056e+03    4.0683428e+03    1.3225693e+15    1.3225693e+15    0.0000000e+00    0.0000000e+00
3848    4.0683428e+03    4.0791799e+03    4.0900754e+03    1.0426939e+15    1.0426939e+15    0.0000000e+00    0.0000000e+00
3849    4.0900754e+03    4.1009702e+03    4.1119238e+03    8.3000324e+14    8.3000324e+14    0.0000000e+00    0.0000000e+00
3850    4.1119238e+03    4.1228770e+03    4.1338892e+03    6.6626962e+14    6.6626955e+14    0.0000000e+00    4.9600480e+07
3851    4.1338892e+03    4.1449004e+03    4.1559712e+03    5.3855360e+14    5.3855360e+14    0.0000000e+00    0.0000000e+00
3852    4.1559712e+03    4.1670420e+03    4.1781719e+03    4.3766462e+14    4.3766462e+14    0.0000000e+00    0.0000000e+00
3853    4.1781719e+03    4.1893013e+03    4.2004907e+03    3.5657047e+14    3.5657047e+14    0.0000000e+00    0.0000000e+00
3854    4.2004907e+03    4.2116797e+03    4.2229287e+03    2.9045240e+14    2.9045240e+14    0.0000000e+00    0.0000000e+00
3855    4.2229287e+03    4.2341777e+03    4.2454873e+03    2.3573671e+14    2.3573671e+14    0.0000000e+00    0.0000000e+00
3856    4.2454873e+03    4.2567964e+03    4.2681660e+03    1.8922577e+14    1.8922577e+14    0.0000000e+00    0.0000000e+00
3857    4.2681660e+03    4.2795352e+03    4.2909653e+03    1.5036321e+14    1.5036321e+14    0.0000000e+00    0.0000000e+00
3858    4.2909653e+03    4.3023960e+03    4.3138872e+03    1.1706527e+14    1.1706527e+14    0.0000000e+00    0.0000000e+00
3859    4.3138872e+03    4.3253784e+03    4.3369312e+03    8.9067304e+13    8.9067304e+13    0.0000000e+00    0.0000000e+00
3860    4.3369312e+03    4.3484839e+03    4.3600981e+03    6.6147303e+13    6.6147295e+13    0.0000000e+00    6.8971695e+06
3861    4.3600981e+03    4.3717129e+03    4.3833896e+03    4.7960591e+13    4.7960591e+13    0.0000000e+00    3.4855265e+06
3862    4.3833896e+03    4.3950659e+03    4.4068047e+03    3.4121231e+13    3.4121231e+13    0.0000000e+00    0.0000000e+00
3863    4.4068047e+03    4.4185435e+03    4.4303447e+03    2.4048688e+13    2.4048688e+13    0.0000000e+00    0.0000000e+00
3864    4.4303447e+03    4.4421465e+03    4.4540107e+03    1.6979317e+13    1.6979317e+13    0.0000000e+00    0.0000000e+00
3865    4.4540107e+03    4.4658760e+03    4.4778037e+03    1.2068919e+13    1.2068919e+13    0.0000000e+00    0.0000000e+00
3866    4.4778037e+03    4.4897314e+03    4.5017231e+03    8.6412336e+12    8.6412336e+12    0.0000000e+00    0.0000000e+00
3867    4.5017231e+03    4.5137148e+03    4.5257705e+03    6.2414699e+12    6.2414699e+12    0.0000000e+00    0.0000000e+00
3868    4.5257705e+03    4.5378262e+03    4.5499468e+03    4.5462606e+12    4.5462606e+12    0.0000000e+00    0.0000000e+00
3869    4.5499468e+03    4.5620669e+03    4.5742515e+03    3.3445587e+12    3.3445587e+12    0.0000000e+00    0.0000000e+00
3870    4.5742515e+03    4.5864365e+03    4.5986865e+03    2.4877563e+12    2.4877563e+12    0.0000000e+00    0.0000000e+00
3871    4.5986865e+03    4.6109365e+03    4.6232515e+03    1.8715135e+12    1.8715135e+12    0.0000000e+00    0.0000000e+00
3872    4.6232515e+03    4.6355669e+03    4.6479482e+03    1.4264972e+12    1.4264972e+12    0.0000000e+00    0.0000000e+00
3873    4.6479482e+03    4.6603296e+03    4.6727769e+03    1.1008837e+12    1.1008837e+12    0.0000000e+00    0.0000000e+00
3874    4.6727769e+03    4.6852241e+03    4.6977383e+03    8.6028747e+11    8.6028740e+11    0.0000000e+00    6.2552680e+04
3875    4.6977383e+03    4.7102515e+03    4.7228325e+03    6.7874705e+11    6.7874698e+11    0.0000000e+00    6.3222754e+04
3876    4.7228325e+03    4.7354131e+03    4.7480610e+03    5.3994016e+11    5.3994016e+11    0.0000000e+00    0.0000000e+00
3877    4.7480610e+03    4.7607090e+03    4.7734243e+03    4.3130919e+11    4.3130919e+11    0.0000000e+00    0.0000000e+00
3878    4.7734243e+03    4.7861396e+03    4.7989233e+03    3.4445230e+11    3.4445227e+11    0.0000000e+00    3.2638180e+04
3879    4.7989233e+03    4.8117061e+03    4.8245581e+03    2.7361198e+11    2.7361198e+11    0.0000000e+00    0.0000000e+00
3880    4.8245581e+03    4.8374097e+03    4.8503296e+03    2.1387054e+11    2.1387053e+11    0.0000000e+00    1.6670590e+04
3881    4.8503296e+03    4.8632505e+03    4.8762397e+03    1.6486031e+11    1.6486031e+11    0.0000000e+00    0.0000000e+00
3882    4.8762397e+03    4.8892290e+03    4.9022876e+03    1.2309517e+11    1.2309516e+11    0.0000000e+00    8.5148311e+03
3883    4.9022876e+03    4.9153467e+03    4.9284746e+03    8.9138373e+10    8.9138373e+10    0.0000000e+00    0.0000000e+00
3884    4.9284746e+03    4.9416030e+03    4.9548018e+03    6.2415704e+10    6.2415704e+10    0.0000000e+00    0.0000000e+00
3885    4.9548018e+03    4.9680005e+03    4.9812695e+03    4.2450424e+10    4.2450424e+10    0.0000000e+00    0.0000000e+00
3886    4.9812695e+03    4.9945386e+03    5.0078784e+03    2.8382339e+10    2.8382339e+10    0.0000000e+00    0.0000000e+00
3887    5.0078784e+03    5.0212188e+03    5.0346299e+03    1.8938862e+10    1.8938860e+10    0.0000000e+00    2.2451921e+03
3888    5.0346299e+03    5.0480410e+03    5.0615239e+03    1.2727285e+10    1.2727284e+10    0.0000000e+00    1.1346216e+03
3889    5.0615239e+03    5.0750068e+03    5.0885620e+03    8.6261309e+09    8.6261309e+09    0.0000000e+00    5.7338788e+02
3890    5.0885620e+03    5.1021162e+03    5.1157441e+03    5.8948900e+09    5.8948900e+09    0.0000000e+00    0.0000000e+00
3891    5.1157441e+03    5.1293711e+03    5.1430713e+03    4.0648658e+09    4.0648658e+09    0.0000000e+00    0.0000000e+00
3892    5.1430713e+03    5.1567715e+03    5.1705449e+03    2.8306511e+09    2.8306511e+09    0.0000000e+00    0.0000000e+00
3893    5.1705449e+03    5.1843184e+03    5.1981646e+03    1.9914971e+09    1.9914971e+09    0.0000000e+00    0.0000000e+00
3894    5.1981646e+03    5.2120117e+03    5.2259326e+03    1.4193841e+09    1.4193841e+09    0.0000000e+00    0.0000000e+00
3895    5.2259326e+03    5.2398535e+03    5.2538486e+03    1.0262435e+09    1.0262435e+09    0.0000000e+00    0.0000000e+00
3896    5.2538486e+03    5.2678438e+03    5.2819136e+03    7.5299238e+08    7.5299238e+08    0.0000000e+00    0.0000000e+00
3897    5.2819136e+03    5.2959839e+03    5.3101289e+03    5.6163085e+08    5.6163085e+08    0.0000000e+00    3.9025509e+01
3898    5.3101289e+03    5.3242739e+03    5.3384946e+03    4.2601341e+08    4.2601341e+08    0.0000000e+00    0.0000000e+00
3899    5.3384946e+03    5.3527153e+03    5.3670117e+03    3.2779990e+08    3.2779990e+08    0.0000000e+00    0.0000000e+00
3900    5.3670117e+03    5.3813081e+03    5.3956816e+03    2.5492858e+08    2.5492856e+08    0.0000000e+00    2.0146564e+01
3901    5.3956816e+03    5.4100542e+03    5.4245039e+03    1.9944402e+08    1.9944402e+08    0.0000000e+00    0.0000000e+00
3902    5.4245039e+03    5.4389541e+03    5.4534810e+03    1.5598467e+08    1.5598466e+08    0.0000000e+00    1.0290254e+01
3903    5.4534810e+03    5.4680083e+03    5.4826123e+03    1.2085658e+08    1.2085657e+08    0.0000000e+00    1.0400485e+01
3904    5.4826123e+03    5.4972168e+03    5.5118999e+03    9.1391544e+07    9.1391544e+07    0.0000000e+00    0.0000000e+00
3905    5.5118999e+03    5.5265825e+03    5.5413433e+03    6.7632328e+07    6.7632320e+07    0.0000000e+00    5.3122506e+00
3906    5.5413433e+03    5.5561040e+03    5.5709443e+03    4.7737500e+07    4.7737500e+07    0.0000000e+00    0.0000000e+00
3907    5.5709443e+03    5.5857837e+03    5.6007031e+03    3.2291778e+07    3.2291778e+07    0.0000000e+00    0.0000000e+00
3908    5.6007031e+03    5.6156221e+03    5.6306211e+03    2.0951412e+07    2.0951412e+07    0.0000000e+00    0.0000000e+00
3909    5.6306211e+03    5.6456196e+03    5.6606992e+03    1.3231104e+07    1.3231104e+07    0.0000000e+00    0.0000000e+00
3910    5.6606992e+03    5.6757778e+03    5.6909370e+03    8.3102205e+06    8.3102205e+06    0.0000000e+00    0.0000000e+00
3911    5.6909370e+03    5.7060972e+03    5.7213369e+03    5.2555360e+06    5.2555360e+06    0.0000000e+00    0.0000000e+00
3912    5.7213369e+03    5.7365776e+03    5.7518999e+03    3.3523922e+06    3.3523922e+06    0.0000000e+00    0.0000000e+00
3913    5.7518999e+03    5.7672212e+03    5.7826255e+03    2.1556058e+06    2.1556058e+06    0.0000000e+00    0.0000000e+00
3914    5.7826255e+03    5.7980293e+03    5.8135151e+03    1.3975719e+06    1.3975719e+06    0.0000000e+00    0.0000000e+00
3915    5.8135151e+03    5.8290010e+03    5.8445698e+03    9.1602625e+05    9.1602625e+05    0.0000000e+00    0.0000000e+00
3916    5.8445698e+03    5.8601387e+03    5.8757905e+03    6.0660012e+05    6.0660012e+05    0.0000000e+00    0.0000000e+00
3917    5.8757905e+03    5.8914424e+03    5.9071782e+03    4.0702484e+05    4.0702484e+05    0.0000000e+00    0.0000000e+00
3918    5.9071782e+03    5.9229136e+03    5.9387329e+03    2.7690978e+05    2.7690978e+05    0.0000000e+00    0.0000000e+00
3919    5.9387329e+03    5.9545527e+03    5.9704565e+03    1.9151830e+05    1.9151828e+05    0.0000000e+00    1.2044633e-02
3920    5.9704565e+03    5.9863608e+03    6.0023496e+03    1.3501130e+05    1.3501128e+05    0.0000000e+00    1.2173659e-02
3921    6.0023496e+03    6.0183389e+03    6.0344131e+03    9.7170812e+04    9.7170805e+04    0.0000000e+00    6.1520319e-03
3922    6.0344131e+03    6.0504878e+03    6.0666479e+03    7.1449008e+04    7.1449008e+04    0.0000000e+00    0.0000000e+00
3923    6.0666479e+03    6.0828081e+03    6.0990552e+03    5.3558520e+04    5.3558520e+04    0.0000000e+00    0.0000000e+00
3924    6.0990552e+03    6.1153018e+03    6.1316348e+03    4.0682352e+04    4.0682352e+04    0.0000000e+00    0.0000000e+00
3925    6.1316348e+03    6.1479688e+03    6.1643892e+03    3.1146582e+04    3.1146582e+04    0.0000000e+00    0.0000000e+00
3926    6.1643892e+03    6.1808101e+03    6.1973184e+03    2.3786445e+04    2.3786443e+04    0.0000000e+00    1.6221690e-03
3927    6.1973184e+03    6.2138271e+03    6.2304233e+03    1.7821361e+04    1.7821361e+04    0.0000000e+00    0.0000000e+00
3928    6.2304233e+03    6.2470200e+03    6.2637056e+03    1.2924535e+04    1.2924535e+04    0.0000000e+00    0.0000000e+00
3929    6.2637056e+03    6.2803906e+03    6.2971646e+03    8.9916221e+03    8.9916221e+03    0.0000000e+00    0.0000000e+00
3930    6.2971646e+03    6.3139390e+03    6.3308027e+03    5.8682827e+03    5.8682827e+03    0.0000000e+00    0.0000000e+00
